soil_pH,soil_nitrogen,soil_phosphorus,soil_potassium,temperature,rainfall,humidity,market_demand,price_per_ton,yield_tons_per_hectare,crop
7.787399188859452,100.54140702235685,32.030741241575875,139.6829963434725,20.32701604672954,679.483173422239,45.212000255904215,80.94549454218294,2231.6105588736173,2.618688563532945,Soybeans
7.625096444474498,104.11296715444632,65.4646859580264,155.43122869535514,21.035327492210875,655.0335196855596,84.0026865178057,79.79279215630409,2133.39226947887,4.493330203619963,Cotton
6.623626685345508,72.54429724426282,31.104670874948187,127.86692835625578,22.12291525575202,1344.9668213065095,64.62995117035138,85.06626761565333,2659.3633944802573,3.8969492348014785,Corn
5.738525291226028,92.48687842965396,53.15459582030235,174.93185214845658,31.94163925041119,1016.8960898704971,73.91584386487102,80.96602776720643,2811.583265490715,3.377534928176933,Cotton
6.427045630495666,101.74706396070493,47.53896492072348,103.1349061340517,27.75695078209341,850.956949294217,77.8344589261341,88.93795897331773,2376.7611180235244,3.4061606445368753,Cotton
7.172103131659018,73.71300130783798,56.881045411807975,133.4356825372463,23.378825639309078,1295.5799213660862,73.73829083346214,93.56761780974097,2768.0539801979508,3.651174202427009,Rice
7.164805891543741,70.49729562575617,43.126106698989275,177.40644412161978,28.31940988180227,1009.875852547854,66.40146928179642,71.98834900124902,3308.682820272955,4.819702198755812,Corn
6.978244469269318,118.93010059976613,36.20166466910977,143.837750659847,30.81356078336749,1244.716100056884,64.06477936505648,67.95728440604955,2746.4266941317223,4.3931442330726185,Corn
6.186804482475161,90.99815347626085,69.27363553242124,133.87767538464948,31.421833703709847,1152.1429907802865,78.54330234810499,74.8258901847169,3025.3822637278613,3.8387260510445245,Corn
6.903108564619253,75.64975048982454,63.55734008277453,145.48162269999668,18.810094568607905,1301.7193271389845,53.20310240597836,70.07753657665042,3169.0354445084386,2.3037336414784884,Cotton
6.457317186884475,119.77522198547545,64.41618473246702,146.07396602064676,23.52330518051382,1080.3605866923376,83.71976266016937,81.5232592103429,3480.8389293242526,2.3110613763158283,Soybeans
7.929280238472759,117.92516107732762,40.01005442063456,158.53182042397123,19.49458492310238,1437.201088436318,73.43809915346993,91.91483430950376,2825.435583700865,2.009357562503113,Corn
7.62228456066521,93.49760721642585,31.553389377176927,110.21517835379724,22.699240907157485,816.0807268191583,52.98027709353279,64.86906679500717,3171.645253236396,5.870797552828346,Cotton
7.304323802912183,112.95818059136039,42.13062058692891,120.00131593728837,20.375518654537917,1435.8017594724947,74.44988734793952,63.527811105556026,3436.503841543287,2.0210152742335397,Rice
6.089962299372389,71.32242650048276,51.48329708786622,146.44352098751278,27.055877063362132,1093.9934572290338,66.19360092724466,68.96054361487818,3405.4965334813646,2.4123749840549795,Soybeans
6.14017080690331,76.73228115553091,43.06604967184163,169.36932857677778,23.43575737585821,1649.1811258253006,73.28920382577778,85.41334551218402,2039.839142922113,3.2583862272376436,Rice
5.6010839738460785,102.02146979836628,63.114760151503546,144.9493353715019,21.211526439869296,1218.283265837053,75.71118005771355,80.75370168405875,2490.8669240649874,5.229721007267045,Soybeans
7.2766572242144685,110.79966853429835,40.86171663278967,119.08774878322721,21.723130949499346,1767.7324191241253,48.49160718358702,63.57744324788199,2350.7831038815593,5.848395143056471,Cotton
5.777227052029579,111.37945751268555,68.61007321563079,154.38758239201968,23.044831332873756,1322.3224746491524,65.24415825437389,92.15626827912612,1947.772525415594,5.160054235167424,Wheat
6.598341254664425,84.2704876273314,48.29060646454914,159.19270083578996,21.639298079959676,868.6188790875847,82.28057369027736,87.65296229934303,2876.509317348633,4.762240929782562,Soybeans
6.004298005838491,113.26620592565759,63.680923000479254,119.05889219231835,24.345371855603634,1586.148764213339,57.82568768638057,60.805791167567314,3051.037842433204,4.085202669654278,Rice
7.739408989183798,111.05570692605076,37.77520135979492,130.21831089410358,18.452423315535107,1014.0991533868641,68.75532390231595,82.79785238458861,3241.817762293702,2.3468208474487344,Cotton
6.688425557955279,116.13809965325686,46.45415620226714,142.74619788244507,21.91668910036524,1017.1430573792202,59.76921926039584,86.99363339819082,2008.7207124266045,5.832683172015722,Soybeans
6.908188929940959,107.12043906683661,57.98048843068776,139.7248952546462,23.756894092210608,638.1656177821982,63.170718888763986,73.10523794021476,3289.9549289879997,5.033569655782726,Wheat
7.238790216065318,100.13929528285372,35.53412369671206,131.1694468975363,26.43894634832618,1258.4583710488903,66.94412471752612,62.412253877852656,2892.9734581442303,4.555797541337047,Wheat
5.848328636014689,94.84119728618728,35.30981688971879,123.81081396074487,21.793406995211818,1241.3082044790276,66.9568791955591,62.70623729210755,2996.708429735466,5.0361433821554,Corn
7.011043448194543,82.33696599370458,68.78147468456636,107.99879097294907,19.864591753132494,1027.1897811263834,53.06921849320943,63.64864381181333,3348.060806018517,4.896413317092554,Corn
6.849602728254183,116.4080065474667,58.58380416719808,104.27882373978952,19.066805314388283,1673.0607154751108,72.38286191519333,89.4153871193148,2862.0941607735267,4.548926319157948,Rice
